Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       2/22          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [37]
                0.00    0.00      18/22          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector&&) [29]
[115]    0.0    0.00    0.00      22         void std::_Destroy<Vector*, Vector>(Vector*, Vector*, std::allocator<Vector>&) [115]
                0.00    0.00      22/22          void std::_Destroy<Vector*>(Vector*, Vector*) [114]
-----------------------------------------------
                0.00    0.00      20/20          std::allocator_traits<std::allocator<Vector> >::deallocate(std::allocator<Vector>&, Vector*, unsigned long) [121]
[116]    0.0    0.00    0.00      20         __gnu_cxx::new_allocator<Vector>::deallocate(Vector*, unsigned long) [116]
-----------------------------------------------
                0.00    0.00      20/20          std::allocator_traits<std::allocator<Vector> >::allocate(std::allocator<Vector>&, unsigned long) [122]
[117]    0.0    0.00    0.00      20         __gnu_cxx::new_allocator<Vector>::allocate(unsigned long, void const*) [117]
                0.00    0.00      20/60          __gnu_cxx::new_allocator<Vector>::max_size() const [93]
-----------------------------------------------
                0.00    0.00       2/20          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [37]
                0.00    0.00      18/20          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector&&) [29]
[118]    0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::difference_type __gnu_cxx::operator-<Vector*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&) [118]
                0.00    0.00      40/80          __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::base() const [81]
-----------------------------------------------
                0.00    0.00       2/20          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [37]
                0.00    0.00      18/20          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector&&) [29]
[119]    0.0    0.00    0.00      20         std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const [119]
                0.00    0.00      80/80          std::vector<Vector, std::allocator<Vector> >::size() const [82]
                0.00    0.00      40/40          std::vector<Vector, std::allocator<Vector> >::max_size() const [97]
                0.00    0.00      20/51          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [94]
-----------------------------------------------
                0.00    0.00       2/20          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [37]
                0.00    0.00      18/20          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector&&) [29]
[120]    0.0    0.00    0.00      20         std::_Vector_base<Vector, std::allocator<Vector> >::_M_allocate(unsigned long) [120]
                0.00    0.00      20/20          std::allocator_traits<std::allocator<Vector> >::allocate(std::allocator<Vector>&, unsigned long) [122]
-----------------------------------------------
                0.00    0.00      20/20          std::_Vector_base<Vector, std::allocator<Vector> >::_M_deallocate(Vector*, unsigned long) [113]
[121]    0.0    0.00    0.00      20         std::allocator_traits<std::allocator<Vector> >::deallocate(std::allocator<Vector>&, Vector*, unsigned long) [121]
                0.00    0.00      20/20          __gnu_cxx::new_allocator<Vector>::deallocate(Vector*, unsigned long) [116]
-----------------------------------------------
                0.00    0.00      20/20          std::_Vector_base<Vector, std::allocator<Vector> >::_M_allocate(unsigned long) [120]
[122]    0.0    0.00    0.00      20         std::allocator_traits<std::allocator<Vector> >::allocate(std::allocator<Vector>&, unsigned long) [122]
                0.00    0.00      20/20          __gnu_cxx::new_allocator<Vector>::allocate(unsigned long, void const*) [117]
-----------------------------------------------
                0.00    0.00       2/20          std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [38]
                0.00    0.00      18/20          void std::vector<Vector, std::allocator<Vector> >::emplace_back<Vector>(Vector&&) [21]
[123]    0.0    0.00    0.00      20         std::vector<Vector, std::allocator<Vector> >::end() [123]
                0.00    0.00      20/40          __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::__normal_iterator(Vector* const&) [95]
-----------------------------------------------
                0.00    0.00       2/20          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [37]
                0.00    0.00      18/20          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector&&) [29]
[124]    0.0    0.00    0.00      20         std::vector<Vector, std::allocator<Vector> >::begin() [124]
                0.00    0.00      20/40          __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::__normal_iterator(Vector* const&) [95]
-----------------------------------------------
                0.00    0.00      20/20          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::emplace_back<std::complex<double> >(std::complex<double>&&) [72]
[125]    0.0    0.00    0.00      20         void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>&&) [125]
                0.00    0.00      60/96          std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_get_Tp_allocator() [79]
                0.00    0.00      40/124         __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::base() const [76]
                0.00    0.00      40/62          std::complex<double>* std::__uninitialized_move_if_noexcept_a<std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> > >(std::complex<double>*, std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> >&) [92]
                0.00    0.00      20/31          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_check_len(unsigned long, char const*) const [106]
                0.00    0.00      20/31          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::begin() [111]
                0.00    0.00      20/31          __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::difference_type __gnu_cxx::operator-<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&) [105]
                0.00    0.00      20/31          std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_allocate(unsigned long) [107]
                0.00    0.00      20/4651        std::complex<double>&& std::forward<std::complex<double> >(std::remove_reference<std::complex<double> >::type&) [51]
                0.00    0.00      20/862         void std::allocator_traits<std::allocator<std::complex<double> > >::construct<std::complex<double>, std::complex<double> >(std::allocator<std::complex<double> >&, std::complex<double>*, std::complex<double>&&) [71]
                0.00    0.00      20/34          void std::_Destroy<std::complex<double>*, std::complex<double> >(std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> >&) [102]
                0.00    0.00      20/34          std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_deallocate(std::complex<double>*, unsigned long) [100]
-----------------------------------------------
                0.00    0.00      11/11          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::push_back(std::complex<double> const&) [69]
[126]    0.0    0.00    0.00      11         void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> const&>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double> const&) [126]
                0.00    0.00      33/96          std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_get_Tp_allocator() [79]
                0.00    0.00      22/124         __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::base() const [76]
                0.00    0.00      22/62          std::complex<double>* std::__uninitialized_move_if_noexcept_a<std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> > >(std::complex<double>*, std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> >&) [92]
                0.00    0.00      11/31          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_check_len(unsigned long, char const*) const [106]
                0.00    0.00      11/31          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::begin() [111]
                0.00    0.00      11/31          __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::difference_type __gnu_cxx::operator-<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&) [105]
                0.00    0.00      11/31          std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_allocate(unsigned long) [107]
                0.00    0.00      11/1781        std::complex<double> const& std::forward<std::complex<double> const&>(std::remove_reference<std::complex<double> const&>::type&) [64]
                0.00    0.00      11/885         void std::allocator_traits<std::allocator<std::complex<double> > >::construct<std::complex<double>, std::complex<double> const&>(std::allocator<std::complex<double> >&, std::complex<double>*, std::complex<double> const&) [68]
                0.00    0.00      11/34          void std::_Destroy<std::complex<double>*, std::complex<double> >(std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> >&) [102]
                0.00    0.00      11/34          std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_deallocate(std::complex<double>*, unsigned long) [100]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<std::complex<double> >::allocator() [129]
[127]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<std::complex<double> >::new_allocator() [127]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<std::complex<double> >::~allocator() [130]
[128]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<std::complex<double> >::~new_allocator() [128]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::_Vector_impl() [131]
[129]    0.0    0.00    0.00       3         std::allocator<std::complex<double> >::allocator() [129]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<std::complex<double> >::new_allocator() [127]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::~_Vector_impl() [132]
[130]    0.0    0.00    0.00       3         std::allocator<std::complex<double> >::~allocator() [130]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<std::complex<double> >::~new_allocator() [128]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_base() [133]
[131]    0.0    0.00    0.00       3         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::_Vector_impl() [131]
                0.00    0.00       3/3           std::allocator<std::complex<double> >::allocator() [129]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::~_Vector_base() [134]
[132]    0.0    0.00    0.00       3         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::~_Vector_impl() [132]
                0.00    0.00       3/3           std::allocator<std::complex<double> >::~allocator() [130]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::complex<double>, std::allocator<std::complex<double> > >::vector() [135]
[133]    0.0    0.00    0.00       3         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_base() [133]
                0.00    0.00       3/3           std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::_Vector_impl() [131]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::complex<double>, std::allocator<std::complex<double> > >::~vector() [136]
[134]    0.0    0.00    0.00       3         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::~_Vector_base() [134]
                0.00    0.00       3/34          std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_deallocate(std::complex<double>*, unsigned long) [100]
                0.00    0.00       3/3           std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::~_Vector_impl() [132]
-----------------------------------------------
                0.00    0.00       1/3           main [1]
                0.00    0.00       2/3           BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
[135]    0.0    0.00    0.00       3         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::vector() [135]
                0.00    0.00       3/3           std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_base() [133]
-----------------------------------------------
                0.00    0.00       1/3           main [1]
                0.00    0.00       2/3           BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
[136]    0.0    0.00    0.00       3         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::~vector() [136]
                0.00    0.00       3/96          std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_get_Tp_allocator() [79]
                0.00    0.00       3/34          void std::_Destroy<std::complex<double>*, std::complex<double> >(std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> >&) [102]
                0.00    0.00       3/3           std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::~_Vector_base() [134]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[137]    0.0    0.00    0.00       2         tbb::tick_count::now() [137]
                0.00    0.00       2/2           tbb::tick_count::tick_count() [138]
-----------------------------------------------
                0.00    0.00       2/2           tbb::tick_count::now() [137]
[138]    0.0    0.00    0.00       2         tbb::tick_count::tick_count() [138]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<Vector>::allocator() [141]
[139]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<Vector>::new_allocator() [139]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<Vector>::~allocator() [142]
[140]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<Vector>::~new_allocator() [140]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_impl::_Vector_impl() [143]
[141]    0.0    0.00    0.00       2         std::allocator<Vector>::allocator() [141]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<Vector>::new_allocator() [139]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_impl::~_Vector_impl() [144]
[142]    0.0    0.00    0.00       2         std::allocator<Vector>::~allocator() [142]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<Vector>::~new_allocator() [140]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_base() [145]
[143]    0.0    0.00    0.00       2         std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_impl::_Vector_impl() [143]
                0.00    0.00       2/2           std::allocator<Vector>::allocator() [141]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Vector, std::allocator<Vector> >::~_Vector_base() [146]
[144]    0.0    0.00    0.00       2         std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_impl::~_Vector_impl() [144]
                0.00    0.00       2/2           std::allocator<Vector>::~allocator() [142]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Vector, std::allocator<Vector> >::vector() [147]
[145]    0.0    0.00    0.00       2         std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_base() [145]
                0.00    0.00       2/2           std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_impl::_Vector_impl() [143]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Vector, std::allocator<Vector> >::~vector() [148]
[146]    0.0    0.00    0.00       2         std::_Vector_base<Vector, std::allocator<Vector> >::~_Vector_base() [146]
                0.00    0.00       2/2           std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_impl::~_Vector_impl() [144]
                0.00    0.00       2/22          std::_Vector_base<Vector, std::allocator<Vector> >::_M_deallocate(Vector*, unsigned long) [113]
-----------------------------------------------
                0.00    0.00       2/2           BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
[147]    0.0    0.00    0.00       2         std::vector<Vector, std::allocator<Vector> >::vector() [147]
                0.00    0.00       2/2           std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_base() [145]
-----------------------------------------------
                0.00    0.00       2/2           BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
[148]    0.0    0.00    0.00       2         std::vector<Vector, std::allocator<Vector> >::~vector() [148]
                0.00    0.00       2/62          std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() [87]
                0.00    0.00       2/22          void std::_Destroy<Vector*, Vector>(Vector*, Vector*, std::allocator<Vector>&) [115]
                0.00    0.00       2/2           std::_Vector_base<Vector, std::allocator<Vector> >::~_Vector_base() [146]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [224]
[149]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN8BICGSTAB5SolveERK6MatrixR6VectorRKS3_ [149]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [151]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [224]
[150]    0.0    0.00    0.00       1         _GLOBAL__sub_I_main [150]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [152]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN8BICGSTAB5SolveERK6MatrixR6VectorRKS3_ [149]
[151]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [151]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_main [150]
[152]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [152]
-----------------------------------------------
                0.00    0.00       1/1           tbb::tick_count::resolution() [155]
[153]    0.0    0.00    0.00       1         tbb::tick_count::interval_t::ticks_per_second() [153]
-----------------------------------------------
                0.00    0.00       1/1           tbb::operator-(tbb::tick_count const&, tbb::tick_count const&) [156]
[154]    0.0    0.00    0.00       1         tbb::tick_count::interval_t::interval_t(long long) [154]
-----------------------------------------------
                0.00    0.00       1/1           tbb::tick_count::interval_t::seconds() const [158]
[155]    0.0    0.00    0.00       1         tbb::tick_count::resolution() [155]
                0.00    0.00       1/1           tbb::tick_count::interval_t::ticks_per_second() [153]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[156]    0.0    0.00    0.00       1         tbb::operator-(tbb::tick_count const&, tbb::tick_count const&) [156]
                0.00    0.00       1/1           tbb::tick_count::interval_t::interval_t(long long) [154]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[157]    0.0    0.00    0.00       1         BICGSTAB::BICGSTAB(int, double) [157]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[158]    0.0    0.00    0.00       1         tbb::tick_count::interval_t::seconds() const [158]
                0.00    0.00       1/1           tbb::tick_count::resolution() [155]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2014 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [149] _GLOBAL__sub_I__ZN8BICGSTAB5SolveERK6MatrixR6VectorRKS3_ (BICGSTAB.cpp) [97] std::vector<Vector, std::allocator<Vector> >::max_size() const [72] void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::emplace_back<std::complex<double> >(std::complex<double>&&)
 [150] _GLOBAL__sub_I_main (main.cpp) [106] std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_check_len(unsigned long, char const*) const [126] void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> const&>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double> const&)
 [151] __static_initialization_and_destruction_0(int, int) (BICGSTAB.cpp) [66] std::vector<std::complex<double>, std::allocator<std::complex<double> > >::size() const [125] void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>&&)
 [152] __static_initialization_and_destruction_0(int, int) (main.cpp) [86] std::vector<std::complex<double>, std::allocator<std::complex<double> > >::max_size() const [110] std::vector<std::complex<double>, std::allocator<std::complex<double> > >::end()
 [153] tbb::tick_count::interval_t::ticks_per_second() [8] std::complex<double>::imag[abi:cxx11]() const [111] std::vector<std::complex<double>, std::allocator<std::complex<double> > >::begin()
 [154] tbb::tick_count::interval_t::interval_t(long long) [7] std::complex<double>::real[abi:cxx11]() const [73] std::vector<std::complex<double>, std::allocator<std::complex<double> > >::push_back(std::complex<double>&&)
 [155] tbb::tick_count::resolution() [36] std::complex<double>::__rep() const [69] std::vector<std::complex<double>, std::allocator<std::complex<double> > >::push_back(std::complex<double> const&)
 [137] tbb::tick_count::now() [141] std::allocator<Vector>::allocator() [135] std::vector<std::complex<double>, std::allocator<std::complex<double> > >::vector()
 [138] tbb::tick_count::tick_count() [142] std::allocator<Vector>::~allocator() [136] std::vector<std::complex<double>, std::allocator<std::complex<double> > >::~vector()
 [156] tbb::operator-(tbb::tick_count const&, tbb::tick_count const&) [129] std::allocator<std::complex<double> >::allocator() [53] std::vector<std::complex<double>, std::allocator<std::complex<double> > >::operator[](unsigned long)
  [17] Matrix::Matrix(int)   [130] std::allocator<std::complex<double> >::~allocator() [14] std::complex<double>::complex(double, double)
  [16] Vector::Vector(int)   [112] void std::_Destroy_aux<false>::__destroy<Vector*>(Vector*, Vector*) [13] std::complex<double>::operator=(double)
  [11] Vector::Vector(Vector const&) [99] void std::_Destroy_aux<true>::__destroy<std::complex<double>*>(std::complex<double>*, std::complex<double>*) [15] std::complex<double>& std::complex<double>::operator/=<double>(std::complex<double> const&)
  [49] Vector::~Vector()     [120] std::_Vector_base<Vector, std::allocator<Vector> >::_M_allocate(unsigned long) [35] std::complex<double>& std::complex<double>::operator-=<double>(std::complex<double> const&)
   [2] BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [143] std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_impl::_Vector_impl() [5] std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&)
 [157] BICGSTAB::BICGSTAB(int, double) [144] std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_impl::~_Vector_impl() [6] std::complex<double>& std::complex<double>::operator+=<double>(std::complex<double> const&)
 [116] __gnu_cxx::new_allocator<Vector>::deallocate(Vector*, unsigned long) [113] std::_Vector_base<Vector, std::allocator<Vector> >::_M_deallocate(Vector*, unsigned long) [24] void std::_Construct<Vector, Vector const&>(Vector*, Vector const&)
 [117] __gnu_cxx::new_allocator<Vector>::allocate(unsigned long, void const*) [87] std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() [61] void std::_Construct<std::complex<double>, std::complex<double> >(std::complex<double>*, std::complex<double>&&)
  [39] void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&) [145] std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_base() [54] Vector* std::__addressof<Vector>(Vector&)
  [30] void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector>(Vector*, Vector&&) [146] std::_Vector_base<Vector, std::allocator<Vector> >::~_Vector_base() [62] std::complex<double>* std::__addressof<std::complex<double> >(std::complex<double>&)
 [139] __gnu_cxx::new_allocator<Vector>::new_allocator() [107] std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_allocate(unsigned long) [47] std::__complex_abs(doublecomplex )
 [140] __gnu_cxx::new_allocator<Vector>::~new_allocator() [131] std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::_Vector_impl() [26] Vector* std::uninitialized_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*)
 [103] __gnu_cxx::new_allocator<std::complex<double> >::deallocate(std::complex<double>*, unsigned long) [132] std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::~_Vector_impl() [90] std::complex<double>* std::uninitialized_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*)
 [104] __gnu_cxx::new_allocator<std::complex<double> >::allocate(unsigned long, void const*) [100] std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_deallocate(std::complex<double>*, unsigned long) [27] Vector* std::__uninitialized_copy_a<Vector const*, Vector*, Vector>(Vector const*, Vector const*, Vector*, std::allocator<Vector>&)
