Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.01    0.00 2285070/689729175     Vector::operator-(Vector const&) const [23]
                0.03    0.00 6235710/689729175     Vector::Vector(Vector const&) [11]
                3.13    0.00 675118710/689729175     Matrix::operator*(Vector const&) const [3]
[9]     10.3    3.20    0.00 689729175         Vector::operator[](int) const [9]
-----------------------------------------------
                0.11    0.20    1720/1720        BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
[10]     1.0    0.11    0.20    1720         std::complex<double> std::operator/<double>(std::complex<double> const&, std::complex<double> const&) [10]
                0.20    0.00    1720/1720        std::complex<double>& std::complex<double>::operator/=<double>(std::complex<double> const&) [15]
-----------------------------------------------
                0.00    0.00       1/7046        BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
                0.00    0.00       2/7046        void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&) [39]
                0.01    0.02     860/7046        void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector>(Vector*, Vector&&) [30]
                0.01    0.03    1022/7046        void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [24]
                0.01    0.04    1290/7046        Vector::operator+(Vector const&) const [20]
                0.01    0.04    1291/7046        Vector::operator-(Vector const&) const [23]
                0.02    0.07    2580/7046        operator*(std::complex<double> const&, Vector const&) [12]
[11]     0.8    0.05    0.20    7046         Vector::Vector(Vector const&) [11]
                0.17    0.00 6235710/7784462     std::complex<double>::complex(double, double) [14]
                0.03    0.00 6235710/689729175     Vector::operator[](int) const [9]
-----------------------------------------------
                0.00    0.22    2580/2580        BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
[12]     0.7    0.00    0.22    2580         operator*(std::complex<double> const&, Vector const&) [12]
                0.02    0.07    2580/7046        Vector::Vector(Vector const&) [11]
                0.08    0.00 2285880/2287603     Vector::Size() const [18]
                0.02    0.01 2283300/678162655     std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&) [5]
                0.01    0.00 2283300/689729175     Vector::operator[](int) const [9]
-----------------------------------------------
                0.10    0.00  765525/1548750     Vector::Vector(int) [16]
                0.11    0.00  783225/1548750     Matrix::Matrix(int) [17]
[13]     0.7    0.21    0.00 1548750         std::complex<double>::operator=(double) [13]
-----------------------------------------------
                0.00    0.00       2/7784462     BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
                0.02    0.00  765525/7784462     Vector::Vector(int) [16]
                0.02    0.00  783225/7784462     Matrix::Matrix(int) [17]
                0.17    0.00 6235710/7784462     Vector::Vector(Vector const&) [11]
[14]     0.7    0.21    0.00 7784462         std::complex<double>::complex(double, double) [14]
-----------------------------------------------
                0.20    0.00    1720/1720        std::complex<double> std::operator/<double>(std::complex<double> const&, std::complex<double> const&) [10]
[15]     0.6    0.20    0.00    1720         std::complex<double>& std::complex<double>::operator/=<double>(std::complex<double> const&) [15]
                0.00    0.00    1720/1356327485     std::complex<double>::real[abi:cxx11]() const [7]
                0.00    0.00    1720/1356327485     std::complex<double>::imag[abi:cxx11]() const [8]
-----------------------------------------------
                0.00    0.00       2/865         BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
                0.00    0.00       2/865         main [1]
                0.01    0.12     861/865         Matrix::operator*(Vector const&) const [3]
[16]     0.4    0.01    0.12     865         Vector::Vector(int) [16]
                0.10    0.00  765525/1548750     std::complex<double>::operator=(double) [13]
                0.02    0.00  765525/7784462     std::complex<double>::complex(double, double) [14]
-----------------------------------------------
                0.00    0.13       1/1           main [1]
[17]     0.4    0.00    0.13       1         Matrix::Matrix(int) [17]
                0.11    0.00  783225/1548750     std::complex<double>::operator=(double) [13]
                0.02    0.00  783225/7784462     std::complex<double>::complex(double, double) [14]
-----------------------------------------------
                0.00    0.00       1/2287603     BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
                0.00    0.00    1722/2287603     Matrix::operator*(Vector const&) const [3]
                0.08    0.00 2285880/2287603     operator*(std::complex<double> const&, Vector const&) [12]
[18]     0.3    0.08    0.00 2287603         Vector::Size() const [18]
-----------------------------------------------
                0.01    0.07    1720/1720        BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
[19]     0.3    0.01    0.07    1720         Vector::InnerProduct(Vector const&) const [19]
                0.01    0.02 1522200/675879355     std::complex<double> std::operator*<double>(std::complex<double> const&, std::complex<double> const&) [4]
                0.01    0.02 1522200/1522200     std::complex<double> std::operator+<double>(std::complex<double> const&, std::complex<double> const&) [32]
                0.01    0.00 1522200/689729175     Vector::operator[](int) const [9]
-----------------------------------------------
                0.00    0.07    1290/1290        BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
[20]     0.2    0.00    0.07    1290         Vector::operator+(Vector const&) const [20]
                0.01    0.04    1290/7046        Vector::Vector(Vector const&) [11]
                0.01    0.01 1141650/677020575     std::complex<double>& std::complex<double>::operator+=<double>(std::complex<double> const&) [6]
                0.01    0.00 2283300/689729175     Vector::operator[](int) const [9]
-----------------------------------------------
                0.00    0.06     860/860         std::vector<Vector, std::allocator<Vector> >::push_back(Vector&&) [22]
[21]     0.2    0.00    0.06     860         void std::vector<Vector, std::allocator<Vector> >::emplace_back<Vector>(Vector&&) [21]
                0.00    0.03      18/18          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector&&) [29]
                0.00    0.03     842/860         void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector>(std::allocator<Vector>&, Vector*, Vector&&) [31]
                0.00    0.00     860/2598        Vector&& std::forward<Vector>(std::remove_reference<Vector>::type&) [55]
                0.00    0.00      18/20          std::vector<Vector, std::allocator<Vector> >::end() [123]
-----------------------------------------------
                0.00    0.06     860/860         BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
[22]     0.2    0.00    0.06     860         std::vector<Vector, std::allocator<Vector> >::push_back(Vector&&) [22]
                0.00    0.06     860/860         void std::vector<Vector, std::allocator<Vector> >::emplace_back<Vector>(Vector&&) [21]
                0.00    0.00     860/860         std::remove_reference<Vector&>::type&& std::move<Vector&>(Vector&) [75]
-----------------------------------------------
                0.00    0.06    1291/1291        BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
[23]     0.2    0.00    0.06    1291         Vector::operator-(Vector const&) const [23]
                0.01    0.04    1291/7046        Vector::Vector(Vector const&) [11]
                0.01    0.00 2285070/689729175     Vector::operator[](int) const [9]
                0.00    0.01 1142535/1142535     std::complex<double>& std::complex<double>::operator-=<double>(std::complex<double> const&) [35]
-----------------------------------------------
                0.00    0.04    1022/1022        Vector* std::__uninitialized_copy<false>::__uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [25]
[24]     0.1    0.00    0.04    1022         void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [24]
                0.01    0.03    1022/7046        Vector::Vector(Vector const&) [11]
                0.00    0.00    1022/1028        Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [65]
                0.00    0.00    1022/5676        operator new(unsigned long, void*) [50]
-----------------------------------------------
                0.00    0.04      40/40          Vector* std::uninitialized_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [26]
[25]     0.1    0.00    0.04      40         Vector* std::__uninitialized_copy<false>::__uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [25]
                0.00    0.04    1022/1022        void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [24]
                0.00    0.00    1022/2906        Vector* std::__addressof<Vector>(Vector&) [54]
-----------------------------------------------
                0.00    0.04      40/40          Vector* std::__uninitialized_copy_a<Vector const*, Vector*, Vector>(Vector const*, Vector const*, Vector*, std::allocator<Vector>&) [27]
[26]     0.1    0.00    0.04      40         Vector* std::uninitialized_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [26]
                0.00    0.04      40/40          Vector* std::__uninitialized_copy<false>::__uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [25]
-----------------------------------------------
                0.00    0.04      40/40          Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&) [28]
[27]     0.1    0.00    0.04      40         Vector* std::__uninitialized_copy_a<Vector const*, Vector*, Vector>(Vector const*, Vector const*, Vector*, std::allocator<Vector>&) [27]
                0.00    0.04      40/40          Vector* std::uninitialized_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [26]
-----------------------------------------------
                0.00    0.00       4/40          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [37]
                0.00    0.03      36/40          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector&&) [29]
[28]     0.1    0.00    0.04      40         Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&) [28]
                0.00    0.04      40/40          Vector* std::__uninitialized_copy_a<Vector const*, Vector*, Vector>(Vector const*, Vector const*, Vector*, std::allocator<Vector>&) [27]
                0.00    0.00      80/80          Vector const* std::__make_move_if_noexcept_iterator<Vector, Vector const*>(Vector*) [83]
-----------------------------------------------
                0.00    0.03      18/18          void std::vector<Vector, std::allocator<Vector> >::emplace_back<Vector>(Vector&&) [21]
[29]     0.1    0.00    0.03      18         void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector&&) [29]
                0.00    0.03      36/40          Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&) [28]
                0.00    0.00      18/860         void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector>(std::allocator<Vector>&, Vector*, Vector&&) [31]
                0.00    0.00      54/62          std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() [87]
                0.00    0.00      36/80          __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::base() const [81]
                0.00    0.00      18/20          std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const [119]
                0.00    0.00      18/20          std::vector<Vector, std::allocator<Vector> >::begin() [124]
                0.00    0.00      18/20          __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::difference_type __gnu_cxx::operator-<Vector*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&) [118]
                0.00    0.00      18/20          std::_Vector_base<Vector, std::allocator<Vector> >::_M_allocate(unsigned long) [120]
                0.00    0.00      18/2598        Vector&& std::forward<Vector>(std::remove_reference<Vector>::type&) [55]
                0.00    0.00      18/22          void std::_Destroy<Vector*, Vector>(Vector*, Vector*, std::allocator<Vector>&) [115]
                0.00    0.00      18/22          std::_Vector_base<Vector, std::allocator<Vector> >::_M_deallocate(Vector*, unsigned long) [113]
-----------------------------------------------
                0.00    0.03     860/860         void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector>(std::allocator<Vector>&, Vector*, Vector&&) [31]
[30]     0.1    0.00    0.03     860         void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector>(Vector*, Vector&&) [30]
                0.01    0.02     860/7046        Vector::Vector(Vector const&) [11]
                0.00    0.00     860/2598        Vector&& std::forward<Vector>(std::remove_reference<Vector>::type&) [55]
                0.00    0.00     860/5676        operator new(unsigned long, void*) [50]
-----------------------------------------------
                0.00    0.00      18/860         void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector&&) [29]
                0.00    0.03     842/860         void std::vector<Vector, std::allocator<Vector> >::emplace_back<Vector>(Vector&&) [21]
[31]     0.1    0.00    0.03     860         void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector>(std::allocator<Vector>&, Vector*, Vector&&) [31]
                0.00    0.03     860/860         void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector>(Vector*, Vector&&) [30]
                0.00    0.00     860/2598        Vector&& std::forward<Vector>(std::remove_reference<Vector>::type&) [55]
-----------------------------------------------
                0.01    0.02 1522200/1522200     Vector::InnerProduct(Vector const&) const [19]
[32]     0.1    0.01    0.02 1522200         std::complex<double> std::operator+<double>(std::complex<double> const&, std::complex<double> const&) [32]
                0.01    0.01 1522200/677020575     std::complex<double>& std::complex<double>::operator+=<double>(std::complex<double> const&) [6]
-----------------------------------------------
                0.02    0.01 1522200/1522200     Vector::Norm() const [34]
[33]     0.1    0.02    0.01 1522200         double std::abs<double>(std::complex<double> const&) [33]
                0.01    0.00 1522200/1522200     std::complex<double>::__rep() const [36]
                0.00    0.00 1522200/1522200     std::__complex_abs(doublecomplex ) [47]
-----------------------------------------------
                0.00    0.02     860/860         BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
[34]     0.1    0.00    0.02     860         Vector::Norm() const [34]
                0.02    0.01 1522200/1522200     double std::abs<double>(std::complex<double> const&) [33]
-----------------------------------------------
                0.00    0.01 1142535/1142535     Vector::operator-(Vector const&) const [23]
[35]     0.0    0.00    0.01 1142535         std::complex<double>& std::complex<double>::operator-=<double>(std::complex<double> const&) [35]
                0.00    0.00 1142535/1356327485     std::complex<double>::real[abi:cxx11]() const [7]
                0.00    0.00 1142535/1356327485     std::complex<double>::imag[abi:cxx11]() const [8]
-----------------------------------------------
                0.01    0.00 1522200/1522200     double std::abs<double>(std::complex<double> const&) [33]
[36]     0.0    0.01    0.00 1522200         std::complex<double>::__rep() const [36]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [38]
[37]     0.0    0.00    0.00       2         void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [37]
                0.00    0.00       4/40          Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&) [28]
                0.00    0.00       2/2           void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&) [40]
                0.00    0.00       6/62          std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() [87]
                0.00    0.00       4/80          __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::base() const [81]
                0.00    0.00       2/20          std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const [119]
                0.00    0.00       2/20          std::vector<Vector, std::allocator<Vector> >::begin() [124]
                0.00    0.00       2/20          __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::difference_type __gnu_cxx::operator-<Vector*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&) [118]
                0.00    0.00       2/20          std::_Vector_base<Vector, std::allocator<Vector> >::_M_allocate(unsigned long) [120]
                0.00    0.00       2/1028        Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [65]
                0.00    0.00       2/22          void std::_Destroy<Vector*, Vector>(Vector*, Vector*, std::allocator<Vector>&) [115]
                0.00    0.00       2/22          std::_Vector_base<Vector, std::allocator<Vector> >::_M_deallocate(Vector*, unsigned long) [113]
-----------------------------------------------
                0.00    0.00       2/2           BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
[38]     0.0    0.00    0.00       2         std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [38]
                0.00    0.00       2/2           void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [37]
                0.00    0.00       2/20          std::vector<Vector, std::allocator<Vector> >::end() [123]
-----------------------------------------------
                0.00    0.00       2/2           void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&) [40]
[39]     0.0    0.00    0.00       2         void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&) [39]
                0.00    0.00       2/7046        Vector::Vector(Vector const&) [11]
                0.00    0.00       2/1028        Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [65]
                0.00    0.00       2/5676        operator new(unsigned long, void*) [50]
-----------------------------------------------
                0.00    0.00       2/2           void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [37]
[40]     0.0    0.00    0.00       2         void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&) [40]
                0.00    0.00       2/2           void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&) [39]
                0.00    0.00       2/1028        Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [65]
-----------------------------------------------
                0.00    0.00 1522200/1522200     double std::abs<double>(std::complex<double> const&) [33]
[47]     0.0    0.00    0.00 1522200         std::__complex_abs(doublecomplex ) [47]
-----------------------------------------------
                0.00    0.00  783225/783225      main [1]
[48]     0.0    0.00    0.00  783225         Matrix::operator[](int) const [48]
-----------------------------------------------
                0.00    0.00       2/7911        main [1]
                0.00    0.00    1884/7911        void std::_Destroy<Vector>(Vector*) [63]
                0.00    0.00    6025/7911        BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
[49]     0.0    0.00    0.00    7911         Vector::~Vector() [49]
-----------------------------------------------
                0.00    0.00       2/5676        void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&) [39]
                0.00    0.00     860/5676        void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector>(Vector*, Vector&&) [30]
                0.00    0.00     862/5676        void __gnu_cxx::new_allocator<std::complex<double> >::construct<std::complex<double>, std::complex<double> >(std::complex<double>*, std::complex<double>&&) [70]
                0.00    0.00     885/5676        void __gnu_cxx::new_allocator<std::complex<double> >::construct<std::complex<double>, std::complex<double> const&>(std::complex<double>*, std::complex<double> const&) [67]
                0.00    0.00    1022/5676        void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [24]
                0.00    0.00    2045/5676        void std::_Construct<std::complex<double>, std::complex<double> >(std::complex<double>*, std::complex<double>&&) [61]
[50]     0.0    0.00    0.00    5676         operator new(unsigned long, void*) [50]
-----------------------------------------------
                0.00    0.00      20/4651        void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>&&) [125]
                0.00    0.00     862/4651        void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::emplace_back<std::complex<double> >(std::complex<double>&&) [72]
                0.00    0.00     862/4651        void std::allocator_traits<std::allocator<std::complex<double> > >::construct<std::complex<double>, std::complex<double> >(std::allocator<std::complex<double> >&, std::complex<double>*, std::complex<double>&&) [71]
                0.00    0.00     862/4651        void __gnu_cxx::new_allocator<std::complex<double> >::construct<std::complex<double>, std::complex<double> >(std::complex<double>*, std::complex<double>&&) [70]
                0.00    0.00    2045/4651        void std::_Construct<std::complex<double>, std::complex<double> >(std::complex<double>*, std::complex<double>&&) [61]
[51]     0.0    0.00    0.00    4651         std::complex<double>&& std::forward<std::complex<double> >(std::remove_reference<std::complex<double> >::type&) [51]
-----------------------------------------------
                0.00    0.00    4214/4214        bool std::operator==<std::complex<double>*>(std::move_iterator<std::complex<double>*> const&, std::move_iterator<std::complex<double>*> const&) [57]
[52]     0.0    0.00    0.00    4214         std::move_iterator<std::complex<double>*>::base() const [52]
-----------------------------------------------
                0.00    0.00     885/3895        main [1]
                0.00    0.00    3010/3895        BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
[53]     0.0    0.00    0.00    3895         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::operator[](unsigned long) [53]
-----------------------------------------------
                0.00    0.00    1022/2906        Vector* std::__uninitialized_copy<false>::__uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [25]
                0.00    0.00    1884/2906        void std::_Destroy_aux<false>::__destroy<Vector*>(Vector*, Vector*) [112]
[54]     0.0    0.00    0.00    2906         Vector* std::__addressof<Vector>(Vector&) [54]
-----------------------------------------------
                0.00    0.00      18/2598        void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector&&) [29]
                0.00    0.00     860/2598        void std::vector<Vector, std::allocator<Vector> >::emplace_back<Vector>(Vector&&) [21]
                0.00    0.00     860/2598        void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector>(std::allocator<Vector>&, Vector*, Vector&&) [31]
                0.00    0.00     860/2598        void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector>(Vector*, Vector&&) [30]
[55]     0.0    0.00    0.00    2598         Vector&& std::forward<Vector>(std::remove_reference<Vector>::type&) [55]
-----------------------------------------------
                0.00    0.00    2580/2580        BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
[56]     0.0    0.00    0.00    2580         std::vector<Vector, std::allocator<Vector> >::operator[](unsigned long) [56]
-----------------------------------------------
                0.00    0.00    2107/2107        bool std::operator!=<std::complex<double>*>(std::move_iterator<std::complex<double>*> const&, std::move_iterator<std::complex<double>*> const&) [58]
[57]     0.0    0.00    0.00    2107         bool std::operator==<std::complex<double>*>(std::move_iterator<std::complex<double>*> const&, std::move_iterator<std::complex<double>*> const&) [57]
                0.00    0.00    4214/4214        std::move_iterator<std::complex<double>*>::base() const [52]
-----------------------------------------------
                0.00    0.00    2107/2107        std::complex<double>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [89]
[58]     0.0    0.00    0.00    2107         bool std::operator!=<std::complex<double>*>(std::move_iterator<std::complex<double>*> const&, std::move_iterator<std::complex<double>*> const&) [58]
                0.00    0.00    2107/2107        bool std::operator==<std::complex<double>*>(std::move_iterator<std::complex<double>*> const&, std::move_iterator<std::complex<double>*> const&) [57]
-----------------------------------------------
                0.00    0.00    2045/2045        std::complex<double>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [89]
[59]     0.0    0.00    0.00    2045         std::move_iterator<std::complex<double>*>::operator*() const [59]
-----------------------------------------------
                0.00    0.00    2045/2045        std::complex<double>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [89]
[60]     0.0    0.00    0.00    2045         std::move_iterator<std::complex<double>*>::operator++() [60]
-----------------------------------------------
                0.00    0.00    2045/2045        std::complex<double>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [89]
[61]     0.0    0.00    0.00    2045         void std::_Construct<std::complex<double>, std::complex<double> >(std::complex<double>*, std::complex<double>&&) [61]
                0.00    0.00    2045/4651        std::complex<double>&& std::forward<std::complex<double> >(std::remove_reference<std::complex<double> >::type&) [51]
                0.00    0.00    2045/5676        operator new(unsigned long, void*) [50]
-----------------------------------------------
                0.00    0.00    2045/2045        std::complex<double>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [89]
[62]     0.0    0.00    0.00    2045         std::complex<double>* std::__addressof<std::complex<double> >(std::complex<double>&) [62]
-----------------------------------------------
                0.00    0.00    1884/1884        void std::_Destroy_aux<false>::__destroy<Vector*>(Vector*, Vector*) [112]
[63]     0.0    0.00    0.00    1884         void std::_Destroy<Vector>(Vector*) [63]
                0.00    0.00    1884/7911        Vector::~Vector() [49]
-----------------------------------------------
                0.00    0.00      11/1781        void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> const&>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double> const&) [126]
                0.00    0.00     885/1781        void std::allocator_traits<std::allocator<std::complex<double> > >::construct<std::complex<double>, std::complex<double> const&>(std::allocator<std::complex<double> >&, std::complex<double>*, std::complex<double> const&) [68]
                0.00    0.00     885/1781        void __gnu_cxx::new_allocator<std::complex<double> >::construct<std::complex<double>, std::complex<double> const&>(std::complex<double>*, std::complex<double> const&) [67]
[64]     0.0    0.00    0.00    1781         std::complex<double> const& std::forward<std::complex<double> const&>(std::remove_reference<std::complex<double> const&>::type&) [64]
-----------------------------------------------
                0.00    0.00       2/1028        void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&) [40]
                0.00    0.00       2/1028        void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [37]
                0.00    0.00       2/1028        void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&) [39]
                0.00    0.00    1022/1028        void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [24]
[65]     0.0    0.00    0.00    1028         Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [65]
-----------------------------------------------
                0.00    0.00     124/1011        std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_check_len(unsigned long, char const*) const [106]
                0.00    0.00     887/1011        main [1]
[66]     0.0    0.00    0.00    1011         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::size() const [66]
-----------------------------------------------
                0.00    0.00     885/885         void std::allocator_traits<std::allocator<std::complex<double> > >::construct<std::complex<double>, std::complex<double> const&>(std::allocator<std::complex<double> >&, std::complex<double>*, std::complex<double> const&) [68]
[67]     0.0    0.00    0.00     885         void __gnu_cxx::new_allocator<std::complex<double> >::construct<std::complex<double>, std::complex<double> const&>(std::complex<double>*, std::complex<double> const&) [67]
                0.00    0.00     885/1781        std::complex<double> const& std::forward<std::complex<double> const&>(std::remove_reference<std::complex<double> const&>::type&) [64]
                0.00    0.00     885/5676        operator new(unsigned long, void*) [50]
-----------------------------------------------
                0.00    0.00      11/885         void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> const&>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double> const&) [126]
